CustomerKey,Age,Gender,EnglishEducation,EnglishOccupation,HouseOwner,MaritalStatus,NumberCarsOwned,NumberChildrenAtHome,Region,StateProvinceName,City,PostalCode,TotalChildren,YearlyIncome,BikeBuyer,IncomeCategory,ManagerialSegment
23773,39,Man,Partial High School,Manual,Owner,Married,2,0,Europe,Charente-Maritime,Saint Ouen,17490,0,20000,No,Low,Almost Lost
23774,39,Man,High School,Manual,Owner,Single,1,0,Europe,England,Esher-Molesey,EM15,0,30000,Yes,Low,Almost Lost
23775,40,Man,Partial College,Clerical,Owner,Single,0,2,Europe,England,Oxford,OX14 4SE,2,40000,Yes,Moderate,Almost Lost
23776,40,Woman,Partial College,Clerical,Owner,Single,0,2,Europe,Saarland,Stuttgart,70511,2,40000,Yes,Moderate,Almost Lost
23777,40,Woman,Partial College,Clerical,Owner,Single,0,2,Europe,England,Milton Keynes,MK8 8ZD,2,40000,Yes,Moderate,Almost Lost
23778,39,Man,High School,Manual,Tenant,Married,1,0,Europe,Hauts de Seine,Colombes,92700,0,30000,Yes,Low,Warm
23779,39,Woman,Partial College,Clerical,Owner,Single,2,2,Europe,England,London,W10 6BL,2,40000,Yes,Moderate,Cold
23780,40,Man,Partial College,Clerical,Tenant,Single,2,2,Europe,Nord,Roubaix,59100,2,40000,Yes,Moderate,Almost Lost
23781,35,Woman,Partial College,Clerical,Owner,Single,0,3,North America,California,San Gabriel,91776,3,40000,Yes,Moderate,Warm
23782,35,Man,Partial College,Clerical,Owner,Single,1,3,North America,Washington,Port Orchard,98366,3,40000,No,Moderate,Warm
23783,79,Man,Bachelors,Skilled Manual,Owner,Married,1,0,North America,British Columbia,Langford,V9,1,30000,No,Low,Almost Lost
23784,38,Man,Graduate Degree,Skilled Manual,Tenant,Single,0,0,North America,Oregon,Beaverton,97005,0,60000,No,Moderate,Almost Lost
23785,44,Woman,Graduate Degree,Skilled Manual,Tenant,Single,0,0,North America,Washington,Redmond,98052,0,60000,No,Moderate,Almost Lost
23786,56,Woman,Partial High School,Manual,Owner,Married,2,0,North America,Washington,Bellingham,98225,3,20000,No,Low,Cold
23787,56,Man,High School,Clerical,Tenant,Single,1,0,North America,California,Berkeley,94704,1,30000,No,Low,Almost Lost
23788,56,Man,High School,Clerical,Owner,Married,1,0,North America,California,Burbank,91502,1,30000,Yes,Low,Warm
23789,56,Man,High School,Clerical,Owner,Married,1,0,North America,California,Concord,94519,1,30000,Yes,Low,Warm
23790,55,Woman,Partial High School,Clerical,Owner,Married,2,0,North America,Oregon,Lebanon,97355,3,20000,No,Low,Cold
23791,55,Man,Partial High School,Clerical,Tenant,Single,2,0,North America,Washington,Walla Walla,99362,3,20000,No,Low,Cold
23792,55,Man,Partial High School,Clerical,Tenant,Single,2,0,North America,Washington,Burien,98168,3,20000,No,Low,Cold
23793,55,Man,High School,Clerical,Tenant,Single,1,0,North America,Washington,Burien,98168,1,30000,No,Low,Almost Lost
23794,55,Woman,High School,Clerical,Owner,Married,1,0,North America,California,Daly City,94015,1,30000,Yes,Low,Warm
23795,55,Woman,High School,Clerical,Tenant,Single,1,0,North America,California,Coronado,92118,1,30000,No,Low,Almost Lost
23796,44,Man,High School,Clerical,Tenant,Single,1,0,North America,California,Redwood City,94063,1,30000,No,Low,Cold
23797,54,Man,Partial High School,Clerical,Tenant,Single,2,0,North America,California,Long Beach,90802,3,20000,No,Low,Almost Lost
23798,54,Woman,High School,Skilled Manual,Owner,Married,2,0,North America,British Columbia,N. Vancouver,V7L 4J4,2,30000,No,Low,Almost Lost
23799,53,Woman,Partial High School,Clerical,Tenant,Married,2,1,North America,California,Bellflower,90706,2,20000,Yes,Low,Novice
23800,53,Woman,Partial High School,Clerical,Owner,Married,2,1,North America,California,La Jolla,92806,2,20000,No,Low,Warm
23801,53,Woman,Partial High School,Clerical,Owner,Married,2,1,North America,Oregon,Salem,97301,2,20000,No,Low,Almost Lost
23802,47,Woman,Partial High School,Clerical,Owner,Married,2,1,North America,Oregon,Salem,97301,2,20000,No,Low,Novice
23803,53,Man,Partial High School,Clerical,Tenant,Married,2,1,North America,British Columbia,Royal Oak,V8X,2,20000,No,Low,Cold
23804,46,Woman,High School,Skilled Manual,Owner,Married,2,0,North America,Washington,Bremerton,98312,2,30000,No,Low,Almost Lost
23805,52,Man,High School,Skilled Manual,Owner,Married,2,0,North America,Oregon,Lake Oswego,97034,2,30000,No,Low,Warm
23806,52,Woman,High School,Skilled Manual,Owner,Married,2,0,North America,British Columbia,Langley,V3A 4R2,2,30000,Yes,Low,Win-back
23807,52,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Daly City,94015,1,40000,Yes,Moderate,Warm
23808,36,Man,Partial College,Clerical,Owner,Married,1,0,North America,California,Lincoln Acres,91950,1,40000,No,Moderate,Cold
23809,52,Woman,Partial College,Clerical,Owner,Married,1,0,North America,California,National City,91950,1,40000,No,Moderate,Warm
23810,52,Woman,Partial College,Clerical,Tenant,Married,1,0,North America,California,La Jolla,92806,1,40000,No,Moderate,Almost Lost
23811,46,Man,Partial College,Clerical,Owner,Single,1,0,North America,California,San Gabriel,91776,2,40000,Yes,Moderate,Warm
23812,45,Man,Partial College,Clerical,Tenant,Single,1,0,North America,California,San Diego,92102,2,40000,No,Moderate,Warm
23813,51,Woman,Partial College,Clerical,Owner,Single,1,0,North America,California,Redwood City,94063,2,40000,Yes,Moderate,Warm
23814,51,Woman,Partial College,Clerical,Tenant,Married,1,0,North America,California,Torrance,90505,2,40000,No,Moderate,Warm
23815,50,Woman,Partial College,Clerical,Tenant,Single,1,0,North America,California,San Carlos,94070,2,40000,Yes,Moderate,Warm
23816,51,Woman,Partial College,Clerical,Tenant,Single,1,0,North America,California,Coronado,92118,2,40000,Yes,Moderate,Warm
23817,51,Woman,Partial College,Clerical,Tenant,Married,1,0,North America,Oregon,Lebanon,97355,2,40000,No,Moderate,Cold
23818,32,Woman,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,California,Chula Vista,91910,0,50000,Yes,Moderate,Warm
23819,32,Woman,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,British Columbia,Vancouver,V7L 4J4,0,40000,Yes,Moderate,Win-back
23820,37,Woman,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,Oregon,Beaverton,97005,0,40000,No,Moderate,Novice
23821,37,Man,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,Washington,Edmonds,98020,0,40000,Yes,Moderate,Active High Value
23822,37,Woman,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,Oregon,Portland,97205,1,40000,No,Moderate,Cold
23823,32,Man,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,California,Bellflower,90706,1,40000,No,Moderate,Cold
23824,31,Man,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,California,Downey,90241,1,40000,No,Moderate,Almost Lost
23825,37,Woman,Graduate Degree,Skilled Manual,Owner,Married,0,0,North America,California,Glendale,91203,1,40000,No,Moderate,Warm
23826,31,Man,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,California,Long Beach,90802,1,40000,No,Moderate,Almost Lost
23827,32,Man,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,British Columbia,Victoria,V8V,1,50000,No,Moderate,Active
23828,39,Woman,Graduate Degree,Skilled Manual,Owner,Married,0,1,North America,California,Concord,94519,1,70000,Yes,Unknown,Novice
23829,37,Man,Graduate Degree,Skilled Manual,Owner,Married,0,1,North America,British Columbia,Langford,V9,1,50000,Yes,Moderate,Win-back
23830,38,Man,Graduate Degree,Skilled Manual,Owner,Married,0,1,North America,British Columbia,Metchosin,V9,1,50000,Yes,Moderate,Warm High Value
23831,38,Woman,Bachelors,Skilled Manual,Owner,Married,0,1,North America,Oregon,Beaverton,97005,1,50000,No,Moderate,Almost Lost
23832,38,Woman,Bachelors,Skilled Manual,Owner,Married,0,1,North America,Washington,Bellingham,98225,1,50000,Yes,Moderate,Warm
23833,33,Man,Bachelors,Skilled Manual,Owner,Married,0,1,North America,Washington,Issaquah,98027,1,50000,Yes,Moderate,Novice
23834,38,Man,Graduate Degree,Skilled Manual,Owner,Single,0,0,North America,Washington,Renton,98055,1,60000,Yes,Moderate,Novice
23835,32,Man,Graduate Degree,Professional,Tenant,Married,0,0,North America,California,Grossmont,91941,1,70000,Yes,Unknown,Active High Value
23836,38,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,California,Lincoln Acres,91950,1,70000,Yes,Unknown,Novice
23837,34,Man,Bachelors,Skilled Manual,Owner,Married,0,1,North America,California,Concord,94519,1,40000,Yes,Moderate,Novice
23838,40,Woman,Bachelors,Skilled Manual,Owner,Married,0,1,North America,California,Coronado,92118,1,40000,Yes,Moderate,Active High Value
23839,34,Woman,Bachelors,Skilled Manual,Owner,Married,1,1,North America,California,Colma,94014,1,40000,No,Moderate,Almost Lost
23840,34,Man,Bachelors,Skilled Manual,Owner,Married,1,1,North America,California,Chula Vista,91910,1,40000,Yes,Moderate,Novice
23841,35,Woman,Bachelors,Skilled Manual,Owner,Married,1,1,North America,California,Woodland Hills,91364,1,40000,Yes,Moderate,Novice
23842,40,Man,Bachelors,Skilled Manual,Owner,Married,1,1,North America,British Columbia,Langford,V9,1,40000,Yes,Moderate,Warm High Value
23843,40,Man,Graduate Degree,Professional,Tenant,Married,0,0,North America,California,Los Angeles,90012,1,60000,No,Moderate,Novice
23844,41,Woman,Bachelors,Skilled Manual,Owner,Single,0,2,North America,Washington,Port Orchard,98366,2,60000,Yes,Moderate,Active High Value
23845,41,Woman,Bachelors,Skilled Manual,Tenant,Single,0,2,North America,California,Redwood City,94063,2,60000,Yes,Moderate,Novice
23846,41,Man,Bachelors,Skilled Manual,Owner,Married,0,2,North America,British Columbia,Vancouver,V7L 4J4,2,60000,Yes,Moderate,Warm High Value
23847,41,Man,Bachelors,Skilled Manual,Tenant,Single,0,2,North America,Oregon,Beaverton,97005,2,60000,Yes,Moderate,Active High Value
23848,41,Woman,Bachelors,Skilled Manual,Owner,Married,0,2,North America,California,Beverly Hills,90210,2,60000,Yes,Moderate,Novice
23849,39,Woman,Graduate Degree,Professional,Tenant,Single,0,0,North America,Washington,Marysville,98270,1,60000,Yes,Moderate,Active High Value
23850,38,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Marysville,98270,1,60000,Yes,Moderate,Warm
23851,39,Woman,Graduate Degree,Professional,Tenant,Single,0,0,North America,Oregon,W. Linn,97068,1,60000,Yes,Moderate,Novice
23852,39,Woman,Graduate Degree,Professional,Tenant,Single,0,0,North America,California,Berkeley,94704,1,60000,Yes,Moderate,Novice
23853,40,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Sedro Woolley,98284,1,60000,Yes,Moderate,Novice
23854,41,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,National City,91950,1,60000,Yes,Moderate,Novice
23855,41,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,California,El Cajon,92020,1,60000,Yes,Moderate,Novice
23856,41,Woman,Graduate Degree,Professional,Tenant,Single,0,0,North America,Washington,Sedro Woolley,98284,1,60000,Yes,Moderate,Warm
23857,40,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,Oregon,Lebanon,97355,1,60000,Yes,Moderate,Novice
23858,42,Man,Bachelors,Skilled Manual,Owner,Married,0,2,North America,British Columbia,Oak Bay,V8P,2,70000,Yes,Unknown,Win-back
23859,36,Woman,Bachelors,Skilled Manual,Owner,Married,0,2,North America,British Columbia,Victoria,V8V,2,70000,Yes,Unknown,Win-back
23860,42,Man,Bachelors,Skilled Manual,Owner,Married,0,2,North America,Washington,Port Orchard,98366,2,70000,Yes,Unknown,Warm
23861,42,Man,Bachelors,Skilled Manual,Owner,Married,1,2,North America,Oregon,Beaverton,97005,2,70000,No,Unknown,Almost Lost
23862,37,Woman,High School,Skilled Manual,Owner,Married,3,5,North America,California,Concord,94519,5,40000,No,Moderate,Almost Lost
23863,43,Man,Bachelors,Professional,Tenant,Single,1,0,North America,California,Fremont,94536,0,40000,No,Moderate,Cold
23864,37,Woman,Bachelors,Professional,Tenant,Single,1,0,North America,California,Palo Alto,94303,0,40000,No,Moderate,Cold
23865,40,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,British Columbia,Burnaby,V3J 6Z3,1,60000,Yes,Moderate,Warm High Value
23866,40,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,British Columbia,Cliffside,V8Y 1L1,1,60000,Yes,Moderate,Warm High Value
23867,40,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,British Columbia,Sooke,V0,1,60000,Yes,Moderate,Warm High Value
23868,40,Woman,Graduate Degree,Professional,Tenant,Single,0,0,North America,British Columbia,Victoria,V8V,1,60000,Yes,Moderate,Warm High Value
23869,40,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,Washington,Ballard,98107,2,60000,No,Moderate,Almost Lost
23870,40,Man,Graduate Degree,Professional,Tenant,Married,0,0,North America,Oregon,Salem,97301,3,70000,Yes,Unknown,Novice
23871,40,Woman,Graduate Degree,Professional,Tenant,Single,0,0,North America,Oregon,W. Linn,97068,3,70000,Yes,Unknown,Novice
23872,40,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,Oregon,Woodburn,97071,4,70000,Yes,Unknown,Novice
23873,40,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Spring Valley,91977,2,80000,Yes,High,Novice
23874,38,Woman,Bachelors,Skilled Manual,Owner,Single,1,2,North America,Oregon,Beaverton,97005,2,50000,Yes,Moderate,Warm
23875,44,Man,Bachelors,Skilled Manual,Owner,Married,0,3,North America,Washington,Tacoma,98403,3,60000,No,Moderate,Novice
23876,44,Man,Bachelors,Skilled Manual,Owner,Married,0,3,North America,California,San Gabriel,91776,3,80000,No,High,Warm
23877,44,Woman,Graduate Degree,Professional,Tenant,Married,0,0,North America,California,San Diego,92102,0,60000,No,Moderate,Novice
23878,38,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,California,San Francisco,94109,0,60000,Yes,Moderate,Active High Value
23879,44,Woman,Graduate Degree,Professional,Tenant,Married,0,0,North America,British Columbia,Port Hammond,V6B 3P7,0,60000,No,Moderate,Almost Lost
23880,44,Man,Graduate Degree,Professional,Owner,Single,0,0,North America,California,Long Beach,90802,0,60000,Yes,Moderate,Novice
23881,41,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Los Angeles,90012,3,80000,Yes,High,Novice
23882,41,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,California,National City,91950,3,80000,Yes,High,Novice
23883,35,Man,Graduate Degree,Professional,Tenant,Married,0,0,North America,California,Oakland,94611,3,80000,Yes,High,Novice
23884,41,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Santa Cruz,95062,3,80000,Yes,High,Active High Value
23885,41,Woman,Graduate Degree,Professional,Owner,Married,0,0,North America,California,Spring Valley,91977,3,80000,Yes,High,Novice
23886,40,Man,Graduate Degree,Professional,Owner,Married,0,0,North America,California,West Covina,91791,3,80000,Yes,High,Novice
23887,45,Man,Bachelors,Professional,Tenant,Single,1,0,North America,Washington,Bellingham,98225,0,40000,Yes,Moderate,Active High Value
23888,39,Man,Bachelors,Skilled Manual,Owner,Married,1,3,North America,California,Woodland Hills,91364,3,50000,No,Moderate,Almost Lost
23889,45,Man,Bachelors,Skilled Manual,Tenant,Single,2,3,North America,Washington,Walla Walla,99362,3,50000,No,Moderate,Novice
23890,45,Woman,Bachelors,Skilled Manual,Owner,Married,2,3,North America,California,Concord,94519,3,50000,No,Moderate,Warm
23891,39,Man,Bachelors,Skilled Manual,Owner,Married,2,3,North America,Oregon,Milwaukie,97222,3,50000,No,Moderate,Cold
23892,34,Woman,Bachelors,Skilled Manual,Owner,Married,2,3,North America,British Columbia,Langley,V3A 4R2,3,50000,No,Moderate,Cold
23893,45,Man,Bachelors,Skilled Manual,Owner,Married,3,3,North America,British Columbia,Metchosin,V9,3,50000,No,Moderate,Cold
23894,45,Man,Bachelors,Skilled Manual,Owner,Married,3,3,North America,Washington,Issaquah,98027,3,50000,No,Moderate,Almost Lost
23895,45,Woman,Graduate Degree,Professional,Owner,Single,0,0,North America,Oregon,Corvallis,97330,0,60000,Yes,Moderate,Active High Value
23896,46,Woman,Bachelors,Professional,Tenant,Single,1,0,North America,Washington,Olympia,98501,0,40000,Yes,Moderate,Novice
23897,38,Woman,Partial High School,Manual,Owner,Single,1,3,Europe,Hamburg,Bonn,53001,3,10000,No,Low,Almost Lost
23898,43,Woman,Partial High School,Manual,Owner,Single,0,4,Europe,Nordrhein-Westfalen,Braunschweig,38001,4,10000,Yes,Low,Cold
23899,32,Woman,Partial High School,Manual,Owner,Single,0,4,Europe,Nord,Dunkerque,59140,4,10000,Yes,Low,Warm
23900,32,Man,Partial College,Manual,Tenant,Single,1,1,Europe,Bayern,Frankfurt,91480,1,20000,Yes,Low,Warm
23901,43,Man,Bachelors,Clerical,Owner,Married,0,1,Europe,Hauts de Seine,Suresnes,92150,1,30000,Yes,Low,Warm
23902,32,Woman,Bachelors,Clerical,Owner,Married,0,1,Europe,Saarland,Berlin,12171,1,30000,Yes,Low,Warm
23903,43,Man,Bachelors,Clerical,Owner,Married,0,1,Europe,Bayern,Ingolstadt,85049,1,30000,Yes,Low,Warm
23904,43,Woman,Bachelors,Clerical,Owner,Single,1,1,Europe,England,Gateshead,GA10,1,30000,Yes,Low,Almost Lost
23905,43,Man,Bachelors,Clerical,Tenant,Single,1,1,Europe,Bayern,Erlangen,91054,1,30000,Yes,Low,Cold
23906,37,Man,Bachelors,Clerical,Tenant,Single,0,0,Europe,Nordrhein-Westfalen,München,80074,0,40000,Yes,Moderate,Almost Lost
23907,43,Man,Bachelors,Clerical,Tenant,Single,0,0,Europe,England,London,SE1 8HL,0,40000,Yes,Moderate,Almost Lost
23908,38,Man,Bachelors,Clerical,Tenant,Single,1,1,Europe,Hauts de Seine,Colombes,92700,1,30000,Yes,Low,Novice
23909,44,Man,Bachelors,Skilled Manual,Owner,Married,1,1,Europe,Seine (Paris),Paris,75007,1,30000,Yes,Low,Active High Value
23910,45,Man,Partial High School,Manual,Owner,Single,2,3,Europe,Bayern,Ingolstadt,85049,4,10000,No,Low,Almost Lost
23911,34,Woman,High School,Manual,Owner,Single,0,2,Europe,Nord,Lille,59000,2,20000,No,Low,Warm
23912,45,Man,High School,Manual,Owner,Single,1,2,Europe,Hessen,Kassel,34117,2,20000,No,Low,Active
23913,45,Woman,High School,Manual,Owner,Single,2,2,Europe,Yveline,Chatou,78400,2,20000,No,Low,Novice
23914,40,Woman,High School,Manual,Owner,Married,2,2,Europe,Nordrhein-Westfalen,Bonn,53131,2,20000,No,Low,Warm
23915,41,Man,High School,Manual,Owner,Married,2,2,Europe,Hessen,Berlin,12171,2,20000,No,Low,Novice
23916,41,Man,Partial High School,Manual,Owner,Married,2,2,Europe,Hamburg,Frankfurt am Main,60082,4,10000,No,Low,Cold
23917,47,Woman,High School,Manual,Owner,Married,1,3,Europe,Hamburg,Hamburg,20354,3,20000,Yes,Low,Warm
23918,42,Woman,High School,Manual,Owner,Single,2,3,Europe,Nord,Villeneuve-d'Ascq,59491,3,20000,No,Low,Almost Lost
23919,78,Woman,High School,Manual,Owner,Married,2,0,Europe,Nord,Roubaix,59100,4,10000,No,Low,Cold
23920,44,Man,Bachelors,Professional,Tenant,Single,0,0,Europe,Seine (Paris),Paris,75012,0,40000,Yes,Moderate,Almost Lost
23921,44,Man,Bachelors,Professional,Tenant,Single,0,0,Europe,Bayern,Erlangen,91054,0,40000,Yes,Moderate,Almost Lost
23922,44,Man,Bachelors,Professional,Tenant,Married,0,0,Europe,Saarland,Neunkirchen,66578,0,40000,Yes,Moderate,Almost Lost
23923,38,Man,Bachelors,Professional,Owner,Single,0,0,Europe,England,Cheltenham,GL50,0,40000,Yes,Moderate,Cold
23924,43,Woman,Bachelors,Professional,Tenant,Single,0,0,Europe,England,Esher-Molesey,EM15,0,40000,Yes,Moderate,Cold
23925,45,Woman,Bachelors,Skilled Manual,Tenant,Married,0,0,Europe,Hamburg,München,80074,1,40000,Yes,Moderate,Almost Lost
23926,45,Woman,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,Saarland,Sulzbach Taunus,66272,1,40000,Yes,Moderate,Cold
23927,46,Man,Partial College,Clerical,Owner,Single,2,2,Europe,Seine Saint Denis,Bobigny,93000,2,30000,No,Low,Cold
23928,46,Woman,Partial College,Clerical,Owner,Married,2,2,Europe,Loiret,Orleans,45000,2,30000,No,Low,Almost Lost
23929,46,Woman,Partial College,Clerical,Owner,Married,2,2,Europe,Seine Saint Denis,Pantin,93500,2,30000,No,Low,Warm
23930,40,Woman,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,Gloucestershire,GL7 1RY,1,40000,Yes,Moderate,Cold
23931,47,Man,Partial College,Clerical,Owner,Married,2,2,Europe,Nord,Dunkerque,59140,2,30000,No,Low,Novice
23932,47,Woman,Partial College,Clerical,Owner,Married,0,3,Europe,Essonne,Verrieres Le Buisson,91370,3,30000,Yes,Low,Novice
23933,47,Woman,Partial College,Clerical,Owner,Single,0,3,Europe,Hessen,Darmstadt,64283,3,30000,Yes,Low,Warm
23934,32,Woman,High School,Manual,Tenant,Single,1,0,Europe,Garonne (Haute),Colomiers,31770,0,20000,No,Low,Novice
23935,34,Woman,Partial High School,Manual,Tenant,Single,2,0,Europe,England,Oxford,OX1,0,10000,No,Low,Cold
23936,31,Woman,High School,Manual,Owner,Married,2,4,Europe,Seine Saint Denis,Bobigny,93000,4,20000,No,Low,Cold
23937,31,Man,High School,Manual,Owner,Married,2,5,Europe,Hamburg,Bonn,53131,5,20000,No,Low,Almost Lost
23938,47,Man,Bachelors,Skilled Manual,Owner,Married,0,0,Europe,England,Billericay,CM11,1,40000,Yes,Moderate,Cold
23939,48,Woman,Bachelors,Skilled Manual,Owner,Married,1,0,Europe,Garonne (Haute),Colomiers,31770,1,40000,Yes,Moderate,Almost Lost
23940,48,Man,Bachelors,Skilled Manual,Owner,Married,1,0,Europe,England,High Wycombe,HP10 9QY,1,40000,Yes,Moderate,Cold
23941,31,Man,Partial College,Clerical,Owner,Married,2,3,Europe,Hessen,Darmstadt,64283,3,30000,No,Low,Almost Lost
23942,32,Man,Partial College,Clerical,Owner,Married,0,4,Europe,Bayern,Ingolstadt,85049,4,30000,No,Low,Cold
23943,32,Woman,Partial College,Clerical,Owner,Married,2,4,Europe,England,London,EC1R 0DU,4,30000,No,Low,Novice
23944,32,Woman,Partial College,Clerical,Tenant,Single,3,4,Europe,England,Stoke-on-Trent,AS23,4,30000,Yes,Low,Almost Lost
23945,32,Man,Partial College,Clerical,Owner,Married,1,5,Europe,England,York,Y03 4TN,5,30000,No,Low,Warm
23946,33,Woman,Partial College,Clerical,Owner,Single,1,0,Europe,Saarland,Neunkirchen,66578,0,30000,No,Low,Warm
23947,33,Woman,Partial College,Clerical,Tenant,Married,1,0,Europe,Nordrhein-Westfalen,Paderborn,33098,0,30000,No,Low,Active
23948,34,Woman,High School,Manual,Owner,Single,1,0,Europe,England,Bury,PE17,0,20000,No,Low,Novice
23949,34,Man,High School,Manual,Tenant,Single,1,0,Europe,Hauts de Seine,Courbevoie,92400,0,20000,No,Low,Almost Lost
23950,35,Man,Partial High School,Manual,Tenant,Married,2,0,Europe,Val de Marne,Orly,94310,0,10000,No,Low,Warm
23951,35,Woman,Partial High School,Manual,Owner,Single,2,0,Europe,Essonne,Les Ulis,91940,0,10000,No,Low,Warm
23952,35,Man,High School,Manual,Tenant,Single,1,0,Europe,Saarland,Saarbrücken,66001,0,20000,No,Low,Warm
23953,34,Man,Partial High School,Manual,Tenant,Single,1,0,Europe,Nordrhein-Westfalen,Berlin,10501,0,20000,No,Low,Cold
23954,34,Man,Partial College,Clerical,Tenant,Single,1,0,Europe,England,London,SW6 SBY,0,30000,Yes,Low,Almost Lost
23955,35,Man,Partial High School,Manual,Tenant,Single,1,0,Europe,Nord,Villeneuve-d'Ascq,59491,0,20000,No,Low,Novice
23956,35,Woman,Partial High School,Manual,Tenant,Married,1,0,Europe,Bayern,Ingolstadt,85049,0,20000,No,Low,Cold
23957,36,Man,Partial High School,Manual,Owner,Married,2,0,Europe,Nordrhein-Westfalen,Leipzig,04139,0,10000,No,Low,Warm
23958,35,Woman,Partial College,Clerical,Tenant,Single,1,0,Europe,Essonne,Verrieres Le Buisson,91370,0,30000,Yes,Low,Active High Value
23959,35,Woman,Partial College,Clerical,Tenant,Single,1,0,Europe,Nordrhein-Westfalen,Bottrop,46236,0,30000,No,Low,Almost Lost
23960,34,Man,Partial College,Clerical,Tenant,Single,1,0,Europe,Hessen,Frankfurt,60323,0,30000,Yes,Low,Cold
23961,35,Woman,Partial College,Clerical,Tenant,Single,1,0,Europe,Saarland,Saarlouis,66740,0,30000,Yes,Low,Warm
23962,31,Woman,Partial High School,Manual,Owner,Married,2,0,Europe,Essonne,Morangis,91420,0,10000,No,Low,Almost Lost
23963,32,Man,Partial High School,Manual,Tenant,Married,2,0,Europe,Seine Saint Denis,Bobigny,93000,0,10000,No,Low,Cold
23964,76,Man,Graduate Degree,Manual,Owner,Single,0,0,Europe,Yveline,Saint Germain en Laye,78100,1,10000,No,Low,Almost Lost
23965,48,Man,Graduate Degree,Manual,Tenant,Single,0,0,Europe,Saarland,Frankfurt am Main,60075,1,10000,No,Low,Almost Lost
23966,48,Man,Graduate Degree,Manual,Tenant,Married,0,0,Europe,England,Lancaster,LA1 1LN,1,20000,No,Low,Almost Lost
23967,48,Woman,Graduate Degree,Clerical,Owner,Single,0,0,Europe,England,Newcastle upon Tyne,NT20,1,20000,No,Low,Cold
23968,37,Man,Bachelors,Manual,Owner,Married,0,0,Europe,England,Oxford,OX1,1,10000,No,Low,Warm
23969,44,Man,Bachelors,Manual,Tenant,Single,0,0,Europe,Seine Saint Denis,Bobigny,93000,1,10000,No,Low,Cold
23970,49,Woman,Graduate Degree,Clerical,Owner,Single,0,0,Europe,Seine (Paris),Paris,75010,1,20000,No,Low,Warm
23971,43,Woman,Graduate Degree,Clerical,Tenant,Single,0,0,Europe,England,Berks,SL4 1RH,1,20000,No,Low,Novice
23972,49,Man,Graduate Degree,Clerical,Tenant,Single,0,0,Europe,Loir et Cher,Saint Ouen,41100,1,20000,No,Low,Warm
23973,74,Man,Graduate Degree,Clerical,Tenant,Single,0,0,Europe,Seine (Paris),Paris,75007,1,10000,No,Low,Active
23974,52,Woman,Bachelors,Manual,Tenant,Single,0,0,Europe,Loiret,Orleans,45000,1,10000,No,Low,Novice
23975,41,Man,Bachelors,Manual,Owner,Single,0,0,Europe,Hessen,Dresden,01071,1,10000,No,Low,Novice
23976,52,Woman,Bachelors,Manual,Owner,Single,0,0,Europe,England,London,EC1R 0DU,1,20000,No,Low,Almost Lost
23977,52,Woman,Bachelors,Manual,Owner,Single,0,0,Europe,Moselle,Metz,57000,1,20000,No,Low,Cold
23978,36,Man,Partial College,Manual,Tenant,Married,0,0,Europe,England,Liverpool,L4 4HB,1,10000,No,Low,Novice
23979,49,Man,Partial College,Manual,Tenant,Single,0,0,Europe,Nordrhein-Westfalen,Hannover,30601,2,10000,No,Low,Cold
23980,54,Man,Bachelors,Clerical,Owner,Single,0,0,Europe,Nord,Villeneuve-d'Ascq,59491,1,20000,No,Low,Warm
23981,55,Man,Partial College,Manual,Owner,Married,0,0,Europe,Seine et Marne,Roissy en Brie,77680,2,10000,No,Low,Almost Lost
23982,56,Man,Partial College,Manual,Tenant,Single,1,0,Europe,Nordrhein-Westfalen,Bottrop,46236,2,10000,Yes,Low,Warm
23983,55,Woman,Partial College,Manual,Owner,Single,1,0,Europe,England,Cheltenham,GL50,2,10000,Yes,Low,Cold
